Stn,date,year,julianweek,month,chl,temp,TKN,TP,Secchi,Kd,TotalPhyto
C,8/8/1985,1985,32,8,7.5,,0.32,0.014,2.4,0.51,
C,21/08/1985,1985,34,8,10.1,,0.303,0.0163,2.5,0.61,
C,3/9/1985,1985,36,9,15.2,,0.433,0.0393,2.6,0.52,
C,17/09/1985,1985,38,9,19.3,,0.357,0.0227,2.2,0.64,
C,3/10/1985,1985,40,10,13.7,,0.317,0.0217,2.3,0.63,
C,15/05/1986,1986,20,5,5.8,,0.32,0.0105,3.3,,
C,28/05/1986,1986,22,5,6.9,,0.337,0.0137,2.7,0.43,3872
C,11/6/1986,1986,24,6,5.7,,0.27,0.0105,3,0.56,
C,25/06/1986,1986,26,6,6.5,,0.303,0.0123,3.5,0.43,
C,9/7/1986,1986,28,7,6.4,,0.303,0.009,3.2,0.43,
C,23/07/1986,1986,30,7,8.6,,0.303,0.0143,2.5,0.65,
C,7/8/1986,1986,32,8,13.9,,0.317,0.0153,2.2,0.75,
C,20/08/1986,1986,34,8,6,,0.293,0.0187,2.5,0.79,
C,4/9/1986,1986,36,9,9.6,,0.283,0.0127,2,0.43,
C,17/09/1986,1986,38,9,7.6,,0.297,0.011,4.7,0.41,
C,1/10/1986,1986,40,10,8,,,,,0.56,
C,5/5/1987,1987,18,5,4.3,,0.43,0.0125,,0.46,2336
C,20/05/1987,1987,20,5,3.4,,0.255,0.0095,4,0.33,
C,2/6/1987,1987,22,6,3.4,,0.217,0.0085,4.5,0.37,
C,18/06/1987,1987,24,6,8.2,,0.213,0.0065,4.5,0.43,
C,2/7/1987,1987,26,7,5.9,,0.257,0.012,3,0.5,
C,15/07/1987,1987,28,7,6.1,,0.243,0.006,2.75,0.5,
C,28/07/1987,1987,30,7,10.7,,0.267,0.0147,2.75,0.63,
C,12/8/1987,1987,32,8,8.7,,0.267,0.012,3.5,0.47,
C,25/08/1987,1987,34,8,17.9,,0.3,0.0047,2.75,0.62,
C,9/9/1987,1987,36,9,7.6,,0.247,0.0123,4.3,0.37,
C,22/09/1987,1987,38,9,4.8,,0.27,0.0133,4.3,0.57,
C,6/10/1987,1987,40,10,7.3,,0.317,0.006,4.1,0.5,
C,5/5/1988,1988,18,5,7.14,9.5,0.393,0.0155,2.75,0.91,
C,18/05/1988,1988,20,5,6.23,11.15,,0.016,2.9,0.63,3681
C,1/6/1988,1988,22,6,6.12,14.3,,0.014,3.25,0.53,
C,15/06/1988,1988,24,6,6.33,11,0.467,0.05,3.1,0.41,
C,29/06/1988,1988,26,6,7.08,13.5,,0.008,3.25,0.43,
C,12/7/1988,1988,28,7,5.43,18,0.313,0.0113,3.8,0.46,923
C,27/07/1988,1988,30,7,4.15,22.3,0.37,0.0147,3.25,0.51,
C,10/8/1988,1988,32,8,6.1,24.5,0.407,0.0373,2.5,0.53,
C,24/08/1988,1988,34,8,10.31,21.5,0.407,0.0183,3.3,0.63,13415
C,8/9/1988,1988,36,9,6.57,19.5,0.413,0.0447,3.25,0.53,
C,21/09/1988,1988,38,9,6.74,18.4,0.275,0.018,4.2,0.44,
C,5/10/1988,1988,40,10,5.63,16.7,0.227,0.018,3.5,0.42,2467
C,22/10/1988,1988,42,10,9.28,13.2,0.253,0.0175,3.25,0.6,3226
C,3/5/1989,1989,18,5,6.56,4.5,0.51,0.026,3.25,0.57,
C,17/05/1989,1989,20,5,6.3,,0.423,0.018,2,,1369
C,31/05/1989,1989,22,5,5.12,10.6,0.323,0.0093,3.5,0.53,
C,14/06/1989,1989,24,6,5.07,13.5,0.277,0.0177,4.6,0.48,
C,28/06/1989,1989,26,6,4.28,16,0.313,0.012,3.2,0.4,
C,12/7/1989,1989,28,7,3.93,17.8,0.347,0.017,4.75,0.4,
C,26/07/1989,1989,30,7,6.97,21.3,0.283,0.0113,2.75,0.5,
C,10/8/1989,1989,32,8,6.92,20.1,0.267,0.011,2.5,0.6,1088
C,18/08/1989,1989,32,8,,,,,,,1210
C,23/08/1989,1989,34,8,4.18,21.5,0.263,0.011,3.7,0.39,506
C,7/9/1989,1989,36,9,12.67,20.1,0.283,0.0105,3,0.59,1496
C,20/09/1989,1989,38,9,12.31,19.5,0.297,0.0137,3,0.52,
C,4/10/1989,1989,40,10,8.55,13,0.277,0.0213,3,1.09,
C,18/10/1989,1989,42,10,7.66,12.6,0.29,0.0143,3.5,0.52,
C,2/5/1990,1990,18,5,5.54,4.9,0.427,0.0167,3.25,0.65,
C,15/05/1990,1990,20,5,5.27,9.4,0.33,0.0115,3.1,0.45,
C,29/05/1990,1990,22,5,4.74,13.1,0.33,0.009,2.5,0.67,1557
C,12/6/1990,1990,24,6,5.5,13.9,0.297,0.01,3,0.48,
C,26/06/1990,1990,26,6,6.19,14.6,0.327,0.014,3,0.55,661
C,11/7/1990,1990,28,7,6.26,18,0.325,0.012,3.25,0.5,
C,24/07/1990,1990,30,7,9.48,20.7,0.3,0.0147,3,0.48,
C,1/8/1990,1990,30,8,5.41,24.2,,,2.4,0.55,
C,8/8/1990,1990,32,8,8.37,22.3,0.233,0.0058,2.5,0.53,
C,22/08/1990,1990,34,8,9.51,21.7,0.26,0.0117,2.5,0.59,963
C,6/9/1990,1990,36,9,12,21.3,0.263,0.0153,2.75,0.56,
C,18/09/1990,1990,38,9,10.61,18.1,0.317,0.0137,2.78,0.53,4153
C,2/10/1990,1990,40,10,5.64,15.1,0.257,0.0143,3.5,0.48,
C,16/10/1990,1990,42,10,4.66,13.8,0.283,0.015,3.5,0.56,383
C,7/5/1991,1991,18,5,6.15,7.6,0.26,0.0183,2.75,0.57,
C,22/05/1991,1991,20,5,5.05,12,0.32,0.0105,2.75,0.48,
C,4/6/1991,1991,22,6,3.13,14,0.25,0.006,3.25,0.41,
C,18/06/1991,1991,24,6,3.01,18.2,0.297,0.014,4.25,0.34,
C,3/7/1991,1991,26,7,2.97,20,0.28,0.009,2.5,0.46,
C,16/07/1991,1991,28,7,4.55,20.9,0.273,0.0103,2,0.58,
C,31/07/1991,1991,30,7,6.39,21.8,0.313,0.0115,2.5,0.49,
C,13/08/1991,1991,32,8,6.75,22,0.283,0.015,4,0.43,
C,28/08/1991,1991,34,8,11.42,21.9,0.263,0.013,3,0.45,
C,11/9/1991,1991,36,9,12.41,21,0.263,0.0115,2,0.6,
C,24/09/1991,1991,38,9,3.31,18.3,0.307,0.0105,4.5,0.42,
C,9/10/1991,1991,40,10,5.68,14.8,0.25,0.0018,3.75,0.44,
C,23/10/1991,1991,42,10,4.62,13.3,0.263,0.0123,3.75,0.42,
C,5/5/1992,1992,18,5,9.21,8.5,0.417,0.0147,2.25,0.81,
C,20/05/1992,1992,20,5,3.26,13.2,0.357,0.0127,2.75,0.57,
C,2/6/1992,1992,22,6,2.01,14.3,0.293,0.0135,4.5,0.32,
C,16/06/1992,1992,24,6,1.78,15.9,0.27,0.0065,4.5,0.32,
C,30/06/1992,1992,26,6,3.42,16.2,0.267,0.0057,3,0.45,
C,14/07/1992,1992,28,7,5.26,18.1,0.277,0.011,3,0.39,
C,28/07/1992,1992,30,7,7.42,19,0.37,0.031,2.75,0.42,
C,11/8/1992,1992,32,8,6.34,19.5,0.3,0.009,2.5,0.55,
C,25/08/1992,1992,34,8,11.48,21.8,0.22,0.0117,2.5,0.45,
C,10/9/1992,1992,36,9,6.65,19.5,0.273,0.01,3.5,0.37,
C,25/09/1992,1992,38,9,6.3,17.8,0.31,0.022,2.25,0.4,
C,29/09/1992,1992,40,9,9.92,17,,,2.5,0.61,
C,7/10/1992,1992,40,10,8.71,15.6,0.355,0.0177,3.5,0.42,
C,20/10/1992,1992,42,10,8.29,13.1,0.33,0.0193,3.25,0.51,
C,4/5/1993,1993,18,5,6.46,5.6,0.407,0.0193,2,0.75,
C,18/05/1993,1993,20,5,3.7,6,0.31,0.011,3.75,0.37,
C,1/6/1993,1993,22,6,4.31,7.7,0.33,0.018,3,0.35,
C,15/06/1993,1993,24,6,5.14,13.3,0.29,0.006,3.25,,
C,29/06/1993,1993,26,6,4.72,15.2,0.273,0.01,3.5,0.86,
C,13/07/1993,1993,28,7,4.43,17,0.27,0.01,3.5,0.35,
C,27/07/1993,1993,30,7,5.63,20.5,0.29,0.01,4,0.38,
C,10/8/1993,1993,32,8,7.31,21.9,0.247,0.009,3.5,0.32,
C,24/08/1993,1993,34,8,12.83,23.1,0.247,0.008,2.25,0.51,
C,8/9/1993,1993,36,9,14.58,21.5,0.297,0.013,2.25,0.67,
C,22/09/1993,1993,38,9,8.76,18.2,0.33,0.009,4.25,0.44,
C,5/10/1993,1993,40,10,6.64,14.9,0.287,0.02,4.25,0.53,
C,20/10/1993,1993,42,10,4.39,12.8,0.29,0.018,4.25,0.41,
C,10/5/1994,1994,18,5,3.8,5.1,0.32,0.012,5,0.37,
C,17/05/1994,1994,20,5,5.59,7.9,0.32,0.009,4,0.47,
C,31/05/1994,1994,22,5,2.97,8,0.287,0.011,4,0.43,
C,14/06/1994,1994,24,6,5.25,12.9,0.287,0.01,3,0.35,
C,28/06/1994,1994,26,6,3.97,14.5,0.3,0.01,4.5,0.5,
C,12/7/1994,1994,28,7,2.92,16.8,0.287,0.0107,4,0.34,
C,26/07/1994,1994,30,7,4.64,20.8,0.287,0.0087,4.5,0.45,
C,9/8/1994,1994,32,8,10.92,21.5,0.29,0.0113,3,0.57,
C,23/08/1994,1994,34,8,5.57,21.2,0.26,0.009,5,0.36,
C,7/9/1994,1994,36,9,7.42,19,0.233,0.009,3.5,0.32,
C,21/09/1994,1994,38,9,7.69,17.9,0.253,0.008,3.25,0.67,
C,5/10/1994,1994,40,10,4.18,15.9,0.247,0.008,4.5,0.32,
C,19/10/1994,1994,42,10,6.62,14,0.273,0.0093,4,0.33,
C,3/5/1995,1995,18,5,5.17,8,0.33,0.013,2.75,0.62,
C,17/05/1995,1995,20,5,2.81,9.8,0.28,0.002,3.5,0.4,
C,1/6/1995,1995,22,6,2.59,11.1,0.27,0.008,3.5,0.41,
C,15/06/1995,1995,24,6,3.46,16.5,0.28,0.015,1.75,0.36,
C,28/06/1995,1995,26,6,2.7,19.7,0.26,0.009,4.5,0.29,
C,14/07/1995,1995,28,7,3.51,20.7,0.26,0.007,4,0.31,
C,26/07/1995,1995,30,7,5,22.8,0.24,0.008,3.5,0.37,
C,10/8/1995,1995,32,8,7.1,23,0.22,0.017,3.5,0.38,
C,23/08/1995,1995,34,8,12.06,23,0.28,0.002,2.25,0.63,
C,7/9/1995,1995,36,9,5.87,20.5,0.28,0.004,3,0.31,
C,20/09/1995,1995,38,9,5.53,17,0.27,0.007,3.5,0.37,
C,4/10/1995,1995,40,10,2.78,15.5,0.25,0.006,4.5,0.33,
C,20/10/1995,1995,42,10,2.8,13.9,0.26,0.011,5,0.28,
C,8/5/1996,1996,18,5,2.14,7.6,0.34,0.0127,3.75,0.67,
C,22/05/1996,1996,20,5,1.24,6.8,0.24,0.005,7,0.43,
C,4/6/1996,1996,22,6,1.85,11.5,0.26,0.006,5,0.44,
C,18/06/1996,1996,24,6,2.37,18.4,0.25,0.0067,4,0.37,
C,3/7/1996,1996,26,7,1.78,16.8,0.227,0.005,6,0.35,
C,16/07/1996,1996,28,7,1.77,17.6,0.24,0.0073,6.75,0.29,
C,31/07/1996,1996,30,7,3.94,19.9,0.26,0.0087,4,0.34,
C,13/08/1996,1996,32,8,4.25,20.8,0.28,0.008,4.5,0.23,
C,27/08/1996,1996,34,8,9.38,21.6,0.273,0.0107,3.75,0.41,
C,10/9/1996,1996,36,9,4.39,22.5,0.3,0.01,5.5,0.47,
C,25/09/1996,1996,38,9,2.73,18.2,0.253,0.0173,4,0.34,
C,9/10/1996,1996,40,10,3.16,15.6,0.22,0.0167,5,0.39,
C,23/10/1996,1996,42,10,2.74,13,0.31,0.019,4,0.39,
C,28/10/1996,1996,44,10,,,0.24,0.01,,,
C,14/05/1997,1997,20,5,1.85,6.4,0.28,0.008,5,0.51,
C,28/05/1997,1997,22,5,2.01,11.1,0.293,0.0113,7.5,0.49,
C,11/6/1997,1997,24,6,1.67,11,0.213,0.004,7.75,0.32,
C,25/06/1997,1997,26,6,1.38,10.6,0.26,0.0087,9,0.27,
C,9/7/1997,1997,28,7,1.92,18.5,0.26,0.007,5.5,0.26,
C,23/07/1997,1997,30,7,2.4,20.4,0.24,0.008,6.1,0.38,
C,7/8/1997,1997,32,8,3.96,20,0.28,0.0093,4.25,0.39,
C,19/08/1997,1997,34,8,3.63,21.7,0.28,0.006,3.8,0.27,
C,4/9/1997,1997,36,9,4.11,19.6,0.273,0.0073,6,0.38,
C,17/09/1997,1997,38,9,3.73,18.5,0.26,0.0093,5.25,0.34,
C,2/10/1997,1997,40,10,3.72,13.6,0.24,0.0093,6.25,0.33,
C,16/10/1997,1997,42,10,5.61,14.8,0.26,0.01,6,0.44,
C,29/10/1997,1997,44,10,2.07,11.8,0.28,0.012,7,0.26,
C,13/05/1998,1998,20,5,3.71,13.4,0.3,0.006,5,0.32,
C,27/05/1998,1998,22,5,1.18,13.9,0.26,0.008,7.75,0.25,
C,10/6/1998,1998,24,6,1.3,13,0.21,0.007,9.5,0.21,
C,23/06/1998,1998,24,6,1.81,18,0.23,0.006,6,0.48,
C,7/7/1998,1998,26,7,3.82,19.5,0.32,0.01,3.5,0.36,
C,21/07/1998,1998,28,7,4.07,22,0.28,0.009,5,0.23,
C,6/8/1998,1998,32,8,6.02,23.3,0.27,0.007,5,0.45,
C,18/08/1998,1998,32,8,5.24,22.9,0.27,0.013,2.25,1.08,
C,1/9/1998,1998,34,9,14.82,21.6,0.32,0.012,2,0.52,
C,21/09/1998,1998,38,9,2.93,19.5,0.24,0.017,6,0.29,
C,29/09/1998,1998,38,9,2.6,17.5,0.24,0.011,8.75,0.32,
C,14/10/1998,1998,42,10,2.45,16,0.25,0.013,9.5,0.28,
C,28/10/1998,1998,44,10,1.99,13.3,0.25,0.017,5,0.2,
C,5/5/1999,1999,18,5,1.84,13.5,0.32,0.007,3.75,0.54,
C,19/05/1999,1999,20,5,1.17,13.5,0.28,0.005,4.75,0.29,
C,2/6/1999,1999,22,6,2.92,13,0.25,0.01,6.75,0.21,
C,16/06/1999,1999,24,6,1.63,16.5,0.22,0.004,6,0.29,
C,30/06/1999,1999,26,6,1.7,19.5,0.26,0.006,7,0.29,
C,14/07/1999,1999,28,7,2.77,20.8,0.22,0.009,7,0.33,
C,28/07/1999,1999,30,7,5.41,21.9,0.26,0.01,4,0.5,
C,11/8/1999,1999,32,8,2.71,21.5,0.22,0.004,6.25,0.27,
C,25/08/1999,1999,34,8,4.21,22.5,0.27,0.012,4.25,0.42,
C,9/9/1999,1999,36,9,3.2,21.6,0.22,0.009,4.75,0.4,
C,22/09/1999,1999,38,9,2.92,18.7,0.22,0.01,5,0.24,
C,7/10/1999,1999,40,10,3.1,15.6,0.23,0.02,6.75,0.43,
C,20/10/1999,1999,42,10,2.43,14,0.24,0.016,5,0.22,
C,10/5/2000,2000,18,5,1,8.6,0.22,0.005,5.75,0.39,172
C,25/05/2000,2000,20,5,1.68,9,0.23,0.01,5.25,0.3,278
C,7/6/2000,2000,22,6,2.02,12.3,,,8.25,0.32,268
C,21/06/2000,2000,24,6,2.82,15.8,0.25,0.006,4.75,0.3,285
C,6/7/2000,2000,26,7,4.97,19.4,0.32,0.012,2.75,0.55,4326
C,19/07/2000,2000,28,7,4.26,19.7,0.31,0.013,3.25,0.38,307
C,2/8/2000,2000,30,8,6.91,22.3,0.28,0.012,3.5,0.39,987
C,16/08/2000,2000,32,8,5.01,21.3,0.26,0.015,4.75,0.47,967
C,30/08/2000,2000,34,8,5.16,21,0.26,0.017,4.75,0.47,865
C,13/09/2000,2000,36,9,1.76,17.9,0.26,0.02,6,0.4,137
C,27/09/2000,2000,38,9,4.61,15.8,0.24,0.015,5.75,0.36,720
C,12/10/2000,2000,40,10,5.33,13.6,0.26,0.011,6,0.37,2907
C,25/10/2000,2000,42,10,2.99,13.2,0.27,0.013,8.25,0.28,449
C,9/5/2001,2001,18,5,3.4,10,0.3,0.007,3.5,0.58,798.4
C,23/05/2001,2001,20,5,1.85,12.7,0.3,0.008,5.5,0.24,367.39
C,5/6/2001,2001,22,6,3.08,11.7,0.26,0.006,7.75,0.38,274.69
C,19/06/2001,2001,24,6,1.81,12.6,0.25,0.006,6.5,0.34,309.48
C,5/7/2001,2001,26,7,2.55,15.6,0.26,0.01,5.5,0.34,349.06
C,17/07/2001,2001,28,7,3.19,19.2,0.28,0.009,5,0.36,804.1
C,31/07/2001,2001,30,7,5.43,22.3,0.26,0.008,5.25,0.42,847.22
C,14/08/2001,2001,32,8,2.96,23,0.26,0.006,6,0.31,458.45
C,28/08/2001,2001,34,8,4.66,22.7,0.24,0.01,5.5,0.29,601.88
C,19/09/2001,2001,38,9,4.59,20.2,0.23,0.013,6,0.38,396.68
C,26/09/2001,2001,38,9,2.54,19.1,0.24,0.015,5,0.17,315.31
C,11/10/2001,2001,40,10,4.21,15.8,0.23,0.014,6.5,0.35,270.8
C,24/10/2001,2001,42,10,3.12,14,0.24,0.015,10,0.2,319.71
C,8/5/2002,2002,18,5,1.78,8,0.36,0.016,8,0.55,521
C,23/05/2002,2002,20,5,0.79,8.4,0.31,0.01,10.25,0.37,210.39
C,5/6/2002,2002,22,6,3.78,13.2,0.3,0.008,5.25,0.5,667.2
C,19/06/2002,2002,24,6,2.74,16.3,0.315,0.01,5.5,0.41,281.84
C,4/7/2002,2002,26,7,2.19,20.3,0.32,0.0125,6.25,0.44,314.84
C,17/07/2002,2002,28,7,4.49,20.9,0.265,0.01,4.25,0.42,869.82
C,31/07/2002,2002,30,7,5.42,22.1,0.3,0.008,5.75,0.4,938.15
C,14/08/2002,2002,32,8,4.64,23.2,0.275,0.0075,3,0.45,934.5
C,28/08/2002,2002,34,8,3.4,21.9,0.24,0.01,3.25,0.4,380.91
C,11/9/2002,2002,36,9,4.07,21,0.245,0.009,3.5,0.35,464.51
C,25/09/2002,2002,38,9,4.01,18.9,0.235,0.0095,6.25,0.4,421.25
C,9/10/2002,2002,40,10,2.49,17,0.265,0.0075,7,0.23,215.09
C,30/10/2002,2002,44,10,1.41,12.5,0.245,0.018,9.5,0.34,179.14
C,7/5/2003,2003,18,5,2.23,7.61,0.355,0.0115,3.75,0.4,795.6
C,22/05/2003,2003,20,5,4.97,9.96,0.32,0.01,3.75,0.4,839.58
C,4/6/2003,2003,22,6,2.53,12.45,0.295,0.0085,4.5,0.36,438.57
C,18/06/2003,2003,24,6,2,15.71,0.355,0.0105,7,0.4,307.38
C,4/7/2003,2003,26,7,0.91,18.32,0.29,0.0045,7,0.2,95.83
C,16/07/2003,2003,28,7,2.53,19.37,0.23,0.0065,7,0.22,374.64
C,29/07/2003,2003,30,7,4.19,18.62,0.255,0.011,6.25,0.3,1115.31
C,14/08/2003,2003,32,8,4.58,24.15,,,5.25,0.36,937.51
C,27/08/2003,2003,34,8,5.31,20.66,0.27,0.009,4,0.42,1706.46
C,10/9/2003,2003,36,9,2.61,20.48,0.24,0.0095,8,0.3,338.4
C,24/09/2003,2003,38,9,3.79,19.29,0.255,0.0075,7.5,0.29,318.25
C,8/10/2003,2003,40,10,2.31,14.92,0.235,0.01,7.75,0.21,214.55
C,23/10/2003,2003,42,10,2.56,12.7,0.28,0.015,6.25,0.26,299.14
C,12/5/2004,2004,20,5,1.47,10.2,0.285,0.008,6,0.4,344.57
C,19/05/2004,2004,20,5,1.54,9.9,0.24,0.006,9.5,0.35,340.95
C,2/6/2004,2004,22,6,2.7,11.7,0.26,0.0105,6.75,0.37,398.96
C,16/06/2004,2004,24,6,2.48,16.5,0.245,0.011,5.5,0.35,380.87
C,30/06/2004,2004,26,6,1.54,14.7,,,7.75,0.29,138.86
C,14/07/2004,2004,28,7,6.85,20.6,0.225,0.013,5,0.27,258.34
C,28/07/2004,2004,30,7,3.42,20.6,0.25,0.0085,5.5,0.22,560.17
C,10/8/2004,2004,32,8,7.43,20.2,0.275,0.013,3.5,0.55,1687.85
C,25/08/2004,2004,34,8,3.13,20.4,0.22,0.013,6,0.32,333.87
C,10/9/2004,2004,36,9,2.47,20,0.225,0.016,6.25,0.43,206.11
C,22/09/2004,2004,38,9,3.54,19,0.23,0.0145,5,0.49,1046.36
C,6/10/2004,2004,40,10,4.17,15.7,0.215,0.01,4.25,0.35,1468.16
C,21/10/2004,2004,42,10,1.38,12.9,0.22,0.0145,6.25,0.23,118.83
C,4/5/2005,2005,18,5,0.9,6.2,0.315,0.0085,7,0.43,237.45
C,18/05/2005,2005,20,5,1.91,9.4,0.265,0.0125,7.5,0.42,252.94
C,1/6/2005,2005,22,6,1.47,13.6,0.23,0.007,8,0.28,210.87
C,15/06/2005,2005,24,6,2.37,16.8,0.255,0.0095,5,0.24,445.86
C,29/06/2005,2005,26,6,0.85,21.3,0.535,0.0095,5.5,0.27,268.22
C,13/07/2005,2005,28,7,4.11,22.9,0.235,0.005,4,0.38,737.95
C,27/07/2005,2005,30,7,6.28,23.2,0.285,0.007,3.5,0.6,838.83
C,10/8/2005,2005,32,8,4.4,24.4,0.255,0.0075,4.25,0.32,928.21
C,24/08/2005,2005,34,8,3.89,22.7,0.35,0.0095,4.75,0.4,497.23
C,8/9/2005,2005,36,9,3.95,22,0.245,0.013,4.25,0.38,389.51
C,21/09/2005,2005,38,9,4.47,20.6,0.235,0.0115,6.25,0.35,512.09
C,5/10/2005,2005,40,10,6.18,19,0.235,0.01,4,0.39,903.56
C,19/10/2005,2005,42,10,1.74,15.3,0.265,0.013,5.5,0.25,164.78
C,3/5/2006,2006,18,5,1.33,9.7,0.7,0.006,7.75,0.34,555.98
C,17/05/2006,2006,20,5,1.41,12.6,0.25,0.005,4,0.4,360.54
C,31/05/2006,2006,22,5,2.58,19.8,0.375,0.0085,4.25,0.43,511.35
C,14/06/2006,2006,24,6,1.5,15.5,0.405,0.0145,6,0.35,380.28
C,28/06/2006,2006,26,6,1.88,19.4,0.23,0.004,8.25,0.28,267.2
C,12/7/2006,2006,28,7,4.28,20.6,0.25,0.0055,3.75,1.43,607.75
C,26/07/2006,2006,30,7,6.49,22.5,0.265,0.012,3.25,0.41,845.51
C,10/8/2006,2006,32,8,5.23,23.5,0.275,0.0085,4.5,0.43,826.26
C,23/08/2006,2006,34,8,9.62,22.3,0.25,0.0145,2.5,0.47,1003.06
C,7/9/2006,2006,36,9,5.84,20.5,0.23,0.011,3.5,0.53,546.98
C,20/09/2006,2006,38,9,9.59,18.6,0.265,0.0165,2,0.6,956.83
C,4/10/2006,2006,40,10,5.51,15.4,0.235,0.012,4,0.33,643.31
C,18/10/2006,2006,42,10,2.3,13.1,0.28,0.0125,5,0.34,302.88
C,2/5/2007,2007,18,5,1.18,5.4,0.325,0.0095,12.75,0.52,236.64
C,30/05/2007,2007,22,5,0.91,9.4,0.325,0.022,11,0.24,138.31
C,13/06/2007,2007,24,6,1.26,19.2,0.4,0.049,7.25,0.26,163.03
C,27/06/2007,2007,26,6,1.1,15.3,0.275,0.0095,7.5,0.29,192.21
C,11/7/2007,2007,28,7,2.13,19.5,0.275,0.0055,6.75,0.28,429
C,25/07/2007,2007,30,7,2.41,20.8,0.235,0.006,7.5,0.26,506.35
C,9/8/2007,2007,32,8,4.96,22.9,0.295,0.0135,3,0.4,2072.42
C,6/9/2007,2007,36,9,4.11,21,0.275,0.009,4.5,0.41,509.75
C,19/09/2007,2007,38,9,6.41,18.8,0.29,0.0105,4.5,0.44,783.85
C,3/10/2007,2007,40,10,7.45,18.1,0.3,0.016,1.75,,966.92
C,17/10/2007,2007,42,10,4.96,16.3,0.21,0.006,5,0.36,489.61
C,7/5/2008,2008,18,5,1.07,8.5,0.34,0.009,3.75,0.6,283.86
C,22/05/2008,2008,20,5,0.55,7.5,0.285,0.009,6.75,0.34,73.52
C,4/6/2008,2008,22,6,2.61,10.6,0.315,0.007,3.25,0.4,367.76
C,18/06/2008,2008,24,6,1.42,11.5,0.255,0.0055,7.5,0.3,176.71
C,4/7/2008,2008,26,7,1.74,18.6,0.295,0.008,8,0.33,534.81
C,16/07/2008,2008,28,7,2.5,20,0.245,0.0045,6.5,0.25,437.27
C,30/07/2008,2008,30,7,6.27,21.7,0.265,0.0075,3,0.35,1600.91
C,13/08/2008,2008,32,8,4.33,22,0.28,0.0115,3.75,0.42,723.66
C,27/08/2008,2008,34,8,4.57,21.9,0.27,0.0065,3.75,0.42,630.79
C,10/9/2008,2008,36,9,2.19,20.8,0.23,0.011,4.5,0.43,520.68
C,24/09/2008,2008,38,9,5.04,19.2,0.26,0.0135,4.75,0.41,861.06
C,7/10/2008,2008,40,10,4.26,17,0.26,0.015,6,0.35,490.42
C,22/10/2008,2008,42,10,2.85,13.9,0.265,0.012,4.75,0.35,402.75
C,13/05/2009,2009,20,5,1.14,9.29,0.295,0.007,6.7,0.48,361.84
C,27/05/2009,2009,22,5,2.71,11.5,0.285,0.006,3.5,0.37,550
C,10/6/2009,2009,24,6,3.43,13.4,0.235,0.0055,4.5,0.35,566.24
C,24/06/2009,2009,26,6,1.96,18.9,0.33,0.006,6.25,0.31,201.56
C,8/7/2009,2009,28,7,2.49,17.5,0.28,0.008,5,0.31,794.65
C,22/07/2009,2009,30,7,5.66,20.4,0.24,0.007,3.5,0.31,898.52
C,6/8/2009,2009,32,8,3.99,20.9,0.22,0.006,4,0.43,791.47
C,18/08/2009,2009,32,8,1.72,22.3,0.205,0.0055,5.5,0.25,205.62
C,2/9/2009,2009,36,9,3.27,20.9,0.22,0.0095,5.5,0.31,375.16
C,16/09/2009,2009,38,9,4.59,20.56,0.235,0.01,4.5,0.41,419.59
C,30/09/2009,2009,40,9,7.29,16.68,0.26,0.0115,4.5,0.41,1042.88
C,15/10/2009,2009,42,10,4.84,13.2,0.26,0.009,5.25,0.33,1091.51
C,28/10/2009,2009,44,10,2.69,11.43,0.215,0.008,5.5,0.28,666.74
C,24/06/2010,2010,26,6,2.68,17.39,,,7,0.29,
C,19/08/2010,2010,34,8,3.44,22.7,,,6.75,0.32,
C,16/09/2011,2011,38,9,6.09,19.64,,,5,0.37,
C,27/08/2012,2012,34,8,,23.45,,,3,,
C,23/05/2013,2013,20,5,,,,,5.5,,
C,18/06/2013,2013,24,6,2.71,17.8,,,3.5,,
C,15/07/2013,2013,28,7,1.47,24.2,,,6.75,,
C,12/8/2013,2013,32,8,,22.29,,,1.75,,
C,26/08/2013,2013,34,8,,21.6,,,2.5,,
C,9/9/2013,2013,36,9,,20.45,,,2.5,,
C,23/09/2013,2013,38,9,,18.5,,,4.75,,
C,9/10/2013,2013,40,10,,17.5,,,4.75,,
C,20/05/2014,2014,20,5,2.33,11.95,,0.0906,5,,
C,17/06/2014,2014,24,6,3.15,,,0.0108,6.5,0.35,
C,14/07/2014,2014,28,7,,,,0.037,5.5,0.41,
C,11/8/2014,2014,32,8,2.7,23.26,,0.0259,3.25,0.45,
C,8/9/2014,2014,36,9,7.78,21.32,0.24,0.01,2.25,,
C,22/09/2014,2014,38,9,9.18,17.73,,0.0147,2.5,0.59,
C,22/10/2014,2014,42,10,,14.63,,0.0003,4.5,0.38,
C,20/05/2015,2015,20,5,0.65,8.8,0.245,0.006,10.5,0.22,
C,16/06/2015,2015,23,6,1.65,17.6,0.254,0.007,6.5,0.33,
C,13/07/2015,2015,27,7,2.81,21.1,0.277,0.01,6.2,0.38,
C,10/8/2015,2015,31,8,2.33,22.1,0.221,0.0068,5.75,0.27,
C,8/9/2015,2015,35,9,10.36,23.6,0.303,0.011,2,,
C,5/10/2015,2015,39,10,7.35,15.96,0.036,0.02,2.5,,
C,16/05/2016,2016,19,5,0.33,7.09,,0.016,8.1,,
C,14/06/2016,2016,23,6,1.87,13.02,,0.007,6,,
C,11/7/2016,2016,27,7,1.77,22.27,,0.0117,6,,
